game_date,player_name,batter,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,launch_speed,launch_angle,effective_speed,release_spin_rate,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,at_bat_number,pitch_number,pitch_name,if_fielding_alignment,of_fielding_alignment
2019-09-24,Noah Syndergaard,623912,field_out,hit_into_play,4,R,R,NYM,MIA,X,6,ground_ball,0,0,null,595751,null,2,5,Top,68.4,-14,98.155,2167,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,40,1,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,656371,strikeout,swinging_strike,14,L,R,NYM,MIA,S,2,null,3,2,null,null,595751,1,5,Top,null,null,87.924,2196,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,39,7,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,656371,null,ball,14,L,R,NYM,MIA,B,null,null,2,2,null,null,595751,1,5,Top,null,null,88.249,2196,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,39,6,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,656371,null,foul,7,L,R,NYM,MIA,S,null,null,2,2,null,null,595751,1,5,Top,57.2,-21,91.373,1569,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,39,5,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,656371,null,ball,12,L,R,NYM,MIA,B,null,null,1,2,null,null,595751,1,5,Top,null,null,99.078,2229,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,39,4,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,656371,null,foul,12,L,R,NYM,MIA,S,null,null,1,1,null,null,595751,1,5,Top,null,null,96.726,2160,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,39,3,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,656371,null,foul,11,L,R,NYM,MIA,S,null,null,1,0,null,null,595751,1,5,Top,null,null,97.574,2142,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,39,2,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,656371,null,ball,13,L,R,NYM,MIA,B,null,null,0,0,null,null,595751,1,5,Top,null,null,92.49,1631,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,39,1,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,595751,single,hit_into_play_score,4,R,R,NYM,MIA,X,8,ground_ball,0,1,435522,null,null,1,5,Top,86,-33,98.221,2133,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,38,2,Sinker,Strategic,Standard
2019-09-24,Noah Syndergaard,595751,null,foul,11,R,R,NYM,MIA,S,null,null,0,0,435522,null,null,1,5,Top,74.6,16,97.407,2024,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,38,1,Sinker,Strategic,Standard
2019-09-24,Noah Syndergaard,516770,field_out,hit_into_play,4,R,R,NYM,MIA,X,5,ground_ball,0,0,null,435522,null,0,5,Top,64.5,-43,98.194,2122,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,37,1,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,435522,double,hit_into_play_no_out,13,L,R,NYM,MIA,X,8,line_drive,2,2,null,null,null,0,5,Top,96.9,11,91.787,1576,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,36,6,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,ball,14,L,R,NYM,MIA,B,null,null,1,2,null,null,null,0,5,Top,null,null,91.904,2201,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,36,5,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,foul,11,L,R,NYM,MIA,S,null,null,1,2,null,null,null,0,5,Top,75.9,76,79.456,2160,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,36,4,Curveball,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,ball,13,L,R,NYM,MIA,B,null,null,0,2,null,null,null,0,5,Top,null,null,90.976,1522,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,36,3,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,swinging_strike,8,L,R,NYM,MIA,S,null,null,0,1,null,null,null,0,5,Top,null,null,90.953,1635,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,36,2,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,swinging_strike,13,L,R,NYM,MIA,S,null,null,0,0,null,null,null,0,5,Top,null,null,91.663,1523,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,36,1,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,500743,field_out,hit_into_play,12,R,R,NYM,MIA,X,6,ground_ball,0,0,null,null,542932,2,4,Top,83.5,-24,97.254,2225,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,30,1,Sinker,Strategic,Standard
2019-09-24,Noah Syndergaard,542932,single,hit_into_play_no_out,4,R,R,NYM,MIA,X,6,ground_ball,2,0,null,null,null,2,4,Top,87.6,-9,96.325,2141,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,29,3,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,542932,null,ball,14,R,R,NYM,MIA,B,null,null,1,0,null,null,null,2,4,Top,null,null,81.635,2361,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,29,2,Curveball,Standard,Standard
2019-09-24,Noah Syndergaard,542932,null,ball,11,R,R,NYM,MIA,B,null,null,0,0,null,null,null,2,4,Top,null,null,97.777,2168,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,29,1,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,645261,strikeout,swinging_strike,1,R,R,NYM,MIA,S,2,null,2,2,null,null,null,1,4,Top,null,null,98.087,2137,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,28,5,4-Seam Fastball,Standard,Strategic
2019-09-24,Noah Syndergaard,645261,null,swinging_strike,2,R,R,NYM,MIA,S,null,null,2,1,null,null,null,1,4,Top,null,null,97.075,2186,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,28,4,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,645261,null,ball,14,R,R,NYM,MIA,B,null,null,1,1,null,null,null,1,4,Top,null,null,97.54,2142,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,28,3,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,645261,null,ball,14,R,R,NYM,MIA,B,null,null,0,1,null,null,null,1,4,Top,null,null,90.368,2239,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,28,2,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,645261,null,called_strike,5,R,R,NYM,MIA,S,null,null,0,0,null,null,null,1,4,Top,null,null,96.607,2002,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,28,1,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,621573,field_out,hit_into_play,8,R,R,NYM,MIA,X,5,ground_ball,1,1,null,null,null,0,4,Top,98.1,-3,91.216,1573,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,27,3,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,621573,null,foul,7,R,R,NYM,MIA,S,null,null,1,0,null,null,null,0,4,Top,null,null,97.688,2252,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,27,2,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,621573,null,ball,14,R,R,NYM,MIA,B,null,null,0,0,null,null,null,0,4,Top,null,null,90.13,2222,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,27,1,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,623912,field_out,hit_into_play,11,R,R,NYM,MIA,X,5,popup,0,0,null,null,656371,2,3,Top,44.1,57,96.9,2054,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,23,1,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,656371,single,hit_into_play_score,4,L,R,NYM,MIA,X,9,ground_ball,2,0,435522,null,null,2,3,Top,92.9,-3,92.237,1599,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,22,3,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,656371,null,ball,13,L,R,NYM,MIA,B,null,null,1,0,435522,null,null,2,3,Top,null,null,94.12,1687,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,22,2,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,656371,null,ball,14,L,R,NYM,MIA,B,null,null,0,0,435522,null,null,2,3,Top,null,null,91.103,2232,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,22,1,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,595751,strikeout,swinging_strike,5,R,R,NYM,MIA,S,2,null,1,2,435522,null,null,1,3,Top,null,null,99.271,2275,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,21,4,4-Seam Fastball,Strategic,Standard
2019-09-24,Noah Syndergaard,595751,null,foul,4,R,R,NYM,MIA,S,null,null,1,1,435522,null,null,1,3,Top,77.7,-52,96.936,2027,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,21,3,Sinker,Strategic,Standard
2019-09-24,Noah Syndergaard,595751,null,foul,13,R,R,NYM,MIA,S,null,null,1,0,435522,null,null,1,3,Top,74.7,-24,98.611,2178,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,21,2,Sinker,Strategic,Standard
2019-09-24,Noah Syndergaard,595751,null,ball,14,R,R,NYM,MIA,B,null,null,0,0,435522,null,null,1,3,Top,null,null,90.217,2280,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,21,1,Slider,Strategic,Standard
2019-09-24,Noah Syndergaard,516770,field_out,hit_into_play,4,R,R,NYM,MIA,X,3,ground_ball,2,0,null,435522,null,0,3,Top,69.9,-1,98.17,2080,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,20,3,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,516770,null,ball,13,R,R,NYM,MIA,B,null,null,1,0,null,435522,null,0,3,Top,null,null,93.511,1623,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,20,2,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,516770,null,ball,14,R,R,NYM,MIA,B,null,null,0,0,null,435522,null,0,3,Top,null,null,87.155,2129,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,20,1,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,435522,double,hit_into_play_no_out,14,L,R,NYM,MIA,X,9,line_drive,2,2,null,null,null,0,3,Top,79.3,30,97.659,2083,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,19,5,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,ball,11,L,R,NYM,MIA,B,null,null,1,2,null,null,null,0,3,Top,null,null,92.199,1701,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,19,4,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,called_strike,9,L,R,NYM,MIA,S,null,null,1,1,null,null,null,0,3,Top,null,null,97.237,2095,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,19,3,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,ball,12,L,R,NYM,MIA,B,null,null,0,1,null,null,null,0,3,Top,null,null,87.188,2131,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,19,2,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,called_strike,6,L,R,NYM,MIA,S,null,null,0,0,null,null,null,0,3,Top,null,null,79.198,2247,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,19,1,Curveball,Strategic,Standard
2019-09-24,Noah Syndergaard,500743,field_out,hit_into_play,11,R,R,NYM,MIA,X,5,ground_ball,1,2,null,542932,null,2,2,Top,65.8,-33,99.217,2036,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,14,4,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,500743,null,foul,1,R,R,NYM,MIA,S,null,null,1,1,null,542932,null,2,2,Top,71.3,68,99.548,2160,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,14,3,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,500743,null,ball,11,R,R,NYM,MIA,B,null,null,0,1,null,null,542932,2,2,Top,null,null,97.068,1955,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,14,2,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,500743,null,called_strike,6,R,R,NYM,MIA,S,null,null,0,0,null,null,542932,2,2,Top,null,null,97.306,2154,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,14,1,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,542932,single,hit_into_play_score,4,R,R,NYM,MIA,X,4,ground_ball,0,2,null,621573,null,2,2,Top,65.7,-43,99.669,2164,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,13,3,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,542932,null,foul,6,R,R,NYM,MIA,S,null,null,0,1,null,621573,null,2,2,Top,65.9,44,81.196,2311,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,13,2,Curveball,Standard,Standard
2019-09-24,Noah Syndergaard,542932,null,called_strike,2,R,R,NYM,MIA,S,null,null,0,0,null,621573,null,2,2,Top,null,null,80.208,2299,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,13,1,Curveball,Standard,Standard
2019-09-24,Noah Syndergaard,645261,strikeout,called_strike,5,R,R,NYM,MIA,S,2,null,2,2,null,621573,null,1,2,Top,null,null,88.525,2078,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,12,6,Slider,Standard,Strategic
2019-09-24,Noah Syndergaard,645261,null,foul,6,R,R,NYM,MIA,S,null,null,2,2,null,621573,null,1,2,Top,76,79,88.177,2105,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,12,5,Slider,Standard,Strategic
2019-09-24,Noah Syndergaard,645261,null,swinging_strike,1,R,R,NYM,MIA,S,null,null,2,1,null,621573,null,1,2,Top,null,null,97.16,2209,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,12,4,4-Seam Fastball,Standard,Strategic
2019-09-24,Noah Syndergaard,645261,null,swinging_strike,2,R,R,NYM,MIA,S,null,null,2,0,null,621573,null,1,2,Top,null,null,97.467,2248,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,12,3,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,645261,null,ball,14,R,R,NYM,MIA,B,null,null,1,0,null,621573,null,1,2,Top,null,null,98.048,2191,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,12,2,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,645261,null,ball,14,R,R,NYM,MIA,B,null,null,0,0,null,621573,null,1,2,Top,null,null,89.219,2188,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,12,1,Slider,Strategic,Standard
2019-09-24,Noah Syndergaard,621573,double,hit_into_play_no_out,5,R,R,NYM,MIA,X,9,line_drive,0,1,null,null,null,1,2,Top,92.1,11,99.386,2315,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,11,2,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,621573,null,called_strike,6,R,R,NYM,MIA,S,null,null,0,0,null,null,null,1,2,Top,null,null,88.003,2155,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,11,1,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,623912,field_out,hit_into_play,2,R,R,NYM,MIA,X,6,ground_ball,2,2,null,null,null,0,2,Top,80.8,-11,98.444,2165,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,10,7,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,623912,null,ball,14,R,R,NYM,MIA,B,null,null,1,2,null,null,null,0,2,Top,null,null,92.064,1608,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,10,6,Changeup,Standard,Standard
2019-09-24,Noah Syndergaard,623912,null,foul,2,R,R,NYM,MIA,S,null,null,1,2,null,null,null,0,2,Top,72.7,30,89.177,2144,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,10,5,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,623912,null,foul,14,R,R,NYM,MIA,S,null,null,1,2,null,null,null,0,2,Top,null,null,88.263,2348,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,10,4,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,623912,null,foul,6,R,R,NYM,MIA,S,null,null,1,1,null,null,null,0,2,Top,67.5,12,81.757,2274,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,10,3,Curveball,Standard,Standard
2019-09-24,Noah Syndergaard,623912,null,foul,1,R,R,NYM,MIA,S,null,null,1,0,null,null,null,0,2,Top,58.5,60,96.977,2123,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,10,2,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,623912,null,ball,12,R,R,NYM,MIA,B,null,null,0,0,null,null,null,0,2,Top,null,null,88.813,2202,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,10,1,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,656371,home_run,hit_into_play_score,1,L,R,NYM,MIA,X,null,fly_ball,0,0,null,null,null,0,2,Top,99.1,30,96.613,2105,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,9,1,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,595751,strikeout,swinging_strike,14,R,R,NYM,MIA,S,2,null,0,2,542932,500743,null,2,1,Top,null,null,87.471,2210,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,5,3,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,595751,null,foul,13,R,R,NYM,MIA,S,null,null,0,1,542932,500743,null,2,1,Top,69.3,-39,99.613,2151,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,5,2,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,595751,null,foul,14,R,R,NYM,MIA,S,null,null,0,0,542932,500743,null,2,1,Top,65.5,-4,83.16,2431,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,5,1,Curveball,Standard,Standard
2019-09-24,Noah Syndergaard,516770,strikeout,swinging_strike,14,R,R,NYM,MIA,S,2,null,3,2,542932,null,500743,1,1,Top,null,null,98.37,2166,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,4,7,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,516770,null,ball,14,R,R,NYM,MIA,B,null,null,2,2,542932,null,500743,1,1,Top,null,null,90.612,2218,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,4,6,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,516770,null,foul,14,R,R,NYM,MIA,S,null,null,2,2,542932,null,500743,1,1,Top,72,65,90.075,2087,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,4,5,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,516770,null,ball,13,R,R,NYM,MIA,B,null,null,1,2,542932,null,500743,1,1,Top,null,null,97.742,2032,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,4,4,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,516770,null,called_strike,6,R,R,NYM,MIA,S,null,null,1,1,542932,null,500743,1,1,Top,null,null,99.288,2208,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,4,3,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,516770,null,called_strike,8,R,R,NYM,MIA,S,null,null,1,0,542932,null,500743,1,1,Top,null,null,98.128,2175,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,4,2,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,516770,null,ball,13,R,R,NYM,MIA,B,null,null,0,0,542932,null,500743,1,1,Top,null,null,99.278,2191,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,4,1,Sinker,Standard,Standard
2019-09-24,Noah Syndergaard,435522,strikeout,called_strike,3,L,R,NYM,MIA,S,2,null,0,2,542932,null,500743,0,1,Top,null,null,87.411,null,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,3,4,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,foul,2,L,R,NYM,MIA,S,null,null,0,2,542932,null,500743,0,1,Top,null,null,97.732,2099,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,3,3,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,swinging_strike,12,L,R,NYM,MIA,S,null,null,0,1,542932,null,500743,0,1,Top,null,null,98.061,2098,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,3,2,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,435522,null,called_strike,5,L,R,NYM,MIA,S,null,null,0,0,542932,null,500743,0,1,Top,null,null,89.142,2084,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,3,1,Slider,Standard,Standard
2019-09-24,Noah Syndergaard,500743,single,hit_into_play_no_out,1,R,R,NYM,MIA,X,9,line_drive,1,0,null,542932,null,0,1,Top,68.8,22,98.573,2261,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,2,2,Sinker,Strategic,Standard
2019-09-24,Noah Syndergaard,500743,null,ball,11,R,R,NYM,MIA,B,null,null,0,0,null,null,542932,0,1,Top,null,null,96.848,2110,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,2,1,4-Seam Fastball,Standard,Standard
2019-09-24,Noah Syndergaard,542932,single,hit_into_play_no_out,4,R,R,NYM,MIA,X,9,line_drive,0,0,null,null,null,0,1,Top,69.7,11,98.002,2133,566065,592789,621512,624413,429664,643446,642708,605204,607043,624424,1,1,Sinker,Standard,Standard
2019-09-18,Noah Syndergaard,596115,walk,ball,1,R,R,COL,NYM,B,null,null,3,1,null,606132,null,2,6,Bot,null,null,98.4,2131,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,54,5,Sinker,Standard,Standard
2019-09-18,Noah Syndergaard,596115,null,ball,12,R,R,COL,NYM,B,null,null,2,1,null,null,606132,2,6,Bot,null,null,98.465,2125,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,54,4,4-Seam Fastball,Standard,Standard
2019-09-18,Noah Syndergaard,596115,null,swinging_strike,11,R,R,COL,NYM,S,null,null,2,0,null,null,606132,2,6,Bot,null,null,96.711,2118,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,54,3,4-Seam Fastball,Standard,Standard
2019-09-18,Noah Syndergaard,596115,null,ball,14,R,R,COL,NYM,B,null,null,1,0,null,null,606132,2,6,Bot,null,null,89.992,2187,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,54,2,Slider,Standard,Standard
2019-09-18,Noah Syndergaard,596115,null,ball,14,R,R,COL,NYM,B,null,null,0,0,null,null,606132,2,6,Bot,null,null,88.804,2169,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,54,1,Slider,Standard,Standard
2019-09-18,Noah Syndergaard,606132,single,hit_into_play_score,12,L,R,COL,NYM,X,9,line_drive,0,0,641658,null,null,2,6,Bot,94.5,12,99.587,2239,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,53,1,4-Seam Fastball,Standard,Standard
2019-09-18,Noah Syndergaard,624513,strikeout,foul_tip,11,L,R,COL,NYM,S,2,null,3,2,641658,null,null,1,6,Bot,null,null,98.333,2206,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,52,7,4-Seam Fastball,Strategic,Standard
2019-09-18,Noah Syndergaard,624513,null,ball,11,L,R,COL,NYM,B,null,null,2,2,null,641658,null,1,6,Bot,null,null,99.583,2279,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,52,6,4-Seam Fastball,Standard,Standard
2019-09-18,Noah Syndergaard,624513,null,foul,5,L,R,COL,NYM,S,null,null,2,2,null,641658,null,1,6,Bot,75.2,70,87.597,null,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,52,5,Slider,Standard,Standard
2019-09-18,Noah Syndergaard,624513,null,blocked_ball,14,L,R,COL,NYM,B,null,null,1,2,null,641658,null,1,6,Bot,null,null,81.768,2416,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,52,4,Curveball,Strategic,Standard
2019-09-18,Noah Syndergaard,624513,null,called_strike,11,L,R,COL,NYM,S,null,null,1,1,null,641658,null,1,6,Bot,null,null,80.751,2278,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,52,3,Curveball,Standard,Standard
2019-09-18,Noah Syndergaard,624513,null,ball,11,L,R,COL,NYM,B,null,null,0,1,null,null,641658,1,6,Bot,null,null,96.437,2056,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,52,2,4-Seam Fastball,Infield shift,Standard
2019-09-18,Noah Syndergaard,624513,null,foul,5,L,R,COL,NYM,S,null,null,0,0,null,null,641658,1,6,Bot,80.7,75,97.497,2231,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,52,1,4-Seam Fastball,Infield shift,Standard
2019-09-18,Noah Syndergaard,641658,single,hit_into_play_no_out,3,R,R,COL,NYM,X,9,line_drive,0,0,null,null,null,1,6,Bot,90.8,10,99.165,2222,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,51,1,4-Seam Fastball,Standard,Standard
2019-09-18,Noah Syndergaard,656541,field_out,hit_into_play,4,L,R,COL,NYM,X,8,line_drive,1,2,null,null,null,0,6,Bot,93.4,26,92.066,1530,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,50,4,Changeup,Infield shift,Standard
2019-09-18,Noah Syndergaard,656541,null,ball,13,L,R,COL,NYM,B,null,null,0,2,null,null,null,0,6,Bot,null,null,78.344,2323,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,50,3,Curveball,Infield shift,Standard
2019-09-18,Noah Syndergaard,656541,null,called_strike,1,L,R,COL,NYM,S,null,null,0,1,null,null,null,0,6,Bot,null,null,79.609,2215,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,50,2,Curveball,Infield shift,Standard
2019-09-18,Noah Syndergaard,656541,null,called_strike,4,L,R,COL,NYM,S,null,null,0,0,null,null,null,0,6,Bot,null,null,95.433,2056,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,50,1,Sinker,Infield shift,Standard
2019-09-18,Noah Syndergaard,435622,force_out,hit_into_play,4,R,R,COL,NYM,X,6,ground_ball,0,1,null,596115,641857,2,5,Bot,99.3,-13,98.991,2094,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,42,2,Sinker,Standard,Standard
2019-09-18,Noah Syndergaard,435622,null,foul,4,R,R,COL,NYM,S,null,null,0,0,null,596115,641857,2,5,Bot,null,null,98.195,2145,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,42,1,Sinker,Standard,Standard
2019-09-18,Noah Syndergaard,453568,sac_fly,hit_into_play_score,5,L,R,COL,NYM,X,7,fly_ball,0,2,656546,596115,641857,1,5,Bot,83,29,100.882,2266,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,41,4,Sinker,Standard,Standard
2019-09-18,Noah Syndergaard,453568,null,foul,3,L,R,COL,NYM,S,null,null,0,2,656546,596115,641857,1,5,Bot,66.2,79,99.574,2248,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,41,3,4-Seam Fastball,Standard,Standard
2019-09-18,Noah Syndergaard,453568,null,swinging_strike,6,L,R,COL,NYM,S,null,null,0,1,656546,596115,641857,1,5,Bot,null,null,100.357,2225,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,41,2,4-Seam Fastball,Standard,Standard
2019-09-18,Noah Syndergaard,453568,null,foul,7,L,R,COL,NYM,S,null,null,0,0,656546,596115,641857,1,5,Bot,76.7,31,98.323,2171,565490,592789,425784,624413,429664,453943,642708,643446,607043,624424,41,1,Sinker,Standard,Standard
